Mod:Item:MetaData, Localized Name
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:177, Spawn entity.Rock.name
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, Wood Slab
Thaumcraft:blockCosmeticDoubleSlabStone, Stone Slab
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
Botania:flower:0, Mystical White Flower
Botania:flower:1, Mystical Orange Flower
Botania:flower:2, Mystical Magenta Flower
Botania:flower:3, Mystical Light Blue Flower
Botania:flower:4, Mystical Yellow Flower
Botania:flower:5, Mystical Lime Flower
Botania:flower:6, Mystical Pink Flower
Botania:flower:7, Mystical Gray Flower
Botania:flower:8, Mystical Light Gray Flower
Botania:flower:9, Mystical Cyan Flower
Botania:flower:10, Mystical Purple Flower
Botania:flower:11, Mystical Blue Flower
Botania:flower:12, Mystical Brown Flower
Botania:flower:13, Mystical Green Flower
Botania:flower:14, Mystical Red Flower
Botania:flower:15, Mystical Black Flower
Botania:altar:0, Petal Apothecary
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Livingrock
Botania:livingrock:1, Livingrock Brick
Botania:livingrock:2, Mossy Livingrock Brick
Botania:livingrock:3, Cracked Livingrock Brick
Botania:livingrock:4, Chiseled Livingrock Brick
Botania:livingwood:0, Livingwood
Botania:livingwood:1, Livingwood Planks
Botania:livingwood:2, Mossy Livingwood Planks
Botania:livingwood:3, Framed Livingwood
Botania:livingwood:4, Pattern Framed Livingwood
Botania:livingwood:5, Glimmering Livingwood
Botania:specialFlower, Botania Flower
Botania:spreader:0, Mana Spreader
Botania:spreader:1, Pulse Mana Spreader
Botania:spreader:2, Elven Mana Spreader
Botania:spreader:3, Gaia Mana Spreader
Botania:pool:0, Mana Pool
Botania:pool:2, Diluted Mana Pool
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, The Everlasting Guilty Pool
Botania:runeAltar, Runic Altar
Botania:unstableBlock:0, White Unstable Cube
Botania:unstableBlock:1, Orange Unstable Cube
Botania:unstableBlock:2, Magenta Unstable Cube
Botania:unstableBlock:3, Light Blue Unstable Cube
Botania:unstableBlock:4, Yellow Unstable Cube
Botania:unstableBlock:5, Lime Unstable Cube
Botania:unstableBlock:6, Pink Unstable Cube
Botania:unstableBlock:7, Gray Unstable Cube
Botania:unstableBlock:8, Light Gray Unstable Cube
Botania:unstableBlock:9, Cyan Unstable Cube
Botania:unstableBlock:10, Purple Unstable Cube
Botania:unstableBlock:11, Blue Unstable Cube
Botania:unstableBlock:12, Brown Unstable Cube
Botania:unstableBlock:13, Green Unstable Cube
Botania:unstableBlock:14, Red Unstable Cube
Botania:unstableBlock:15, Black Unstable Cube
Botania:pylon:0, Mana Pylon
Botania:pylon:1, Natura Pylon
Botania:pylon:2, Gaia Pylon
Botania:pistonRelay, Force Relay
Botania:distributor, tile.distributor.name
Botania:manaBeacon:0, White Unstable Beacon
Botania:manaBeacon:1, Orange Unstable Beacon
Botania:manaBeacon:2, Magenta Unstable Beacon
Botania:manaBeacon:3, Light Blue Unstable Beacon
Botania:manaBeacon:4, Yellow Unstable Beacon
Botania:manaBeacon:5, Lime Unstable Beacon
Botania:manaBeacon:6, Pink Unstable Beacon
Botania:manaBeacon:7, Gray Unstable Beacon
Botania:manaBeacon:8, Light Gray Unstable Beacon
Botania:manaBeacon:9, Cyan Unstable Beacon
Botania:manaBeacon:10, Purple Unstable Beacon
Botania:manaBeacon:11, Blue Unstable Beacon
Botania:manaBeacon:12, Brown Unstable Beacon
Botania:manaBeacon:13, Green Unstable Beacon
Botania:manaBeacon:14, Red Unstable Beacon
Botania:manaBeacon:15, Black Unstable Beacon
Botania:manaVoid, Mana Void
Botania:manaDetector, Mana Detector
Botania:enchanter, Osmotic Enchanter
Botania:turntable, Spreader Turntable
Botania:tinyPlanetBlock, Tiny Planet
Botania:alchemyCatalyst, Alchemy Catalyst
Botania:openCrate:0, Open Crate
Botania:openCrate:1, Crafty Crate
Botania:forestEye, Eye of the Ancients
Botania:storage:0, Block of Manasteel
Botania:storage:1, Block of Terrasteel
Botania:storage:2, Block of Elementium
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Drum of the Wild
Botania:forestDrum:1, Drum of the Gathering
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Glimmering White Flower
Botania:shinyFlower:1, Glimmering Orange Flower
Botania:shinyFlower:2, Glimmering Magenta Flower
Botania:shinyFlower:3, Glimmering Light Blue Flower
Botania:shinyFlower:4, Glimmering Yellow Flower
Botania:shinyFlower:5, Glimmering Lime Flower
Botania:shinyFlower:6, Glimmering Pink Flower
Botania:shinyFlower:7, Glimmering Gray Flower
Botania:shinyFlower:8, Glimmering Light Gray Flower
Botania:shinyFlower:9, Glimmering Cyan Flower
Botania:shinyFlower:10, Glimmering Purple Flower
Botania:shinyFlower:11, Glimmering Blue Flower
Botania:shinyFlower:12, Glimmering Brown Flower
Botania:shinyFlower:13, Glimmering Green Flower
Botania:shinyFlower:14, Glimmering Red Flower
Botania:shinyFlower:15, Glimmering Black Flower
Botania:platform:0, Abstruse Platform
Botania:platform:1, Spectral Platform
Botania:platform:2, Infrangible Platform
Botania:alfheimPortal, Elven Gateway Core
Botania:dreamwood:0, Dreamwood
Botania:dreamwood:1, Dreamwood Planks
Botania:dreamwood:2, Mossy Dreamwood Planks
Botania:dreamwood:3, Framed Dreamwood
Botania:dreamwood:4, Pattern Framed Dreamwood
Botania:dreamwood:5, Glimmering Dreamwood
Botania:conjurationCatalyst, Conjuration Catalyst
Botania:bifrost, Temporary Bifrost Block
Botania:solidVine, Vine
Botania:buriedPetals:0, Buried White Petal
Botania:buriedPetals:1, Buried Orange Petal
Botania:buriedPetals:2, Buried Magenta Petal
Botania:buriedPetals:3, Buried Light Blue Petal
Botania:buriedPetals:4, Buried Yellow Petal
Botania:buriedPetals:5, Buried Lime Petal
Botania:buriedPetals:6, Buried Pink Petal
Botania:buriedPetals:7, Buried Gray Petal
Botania:buriedPetals:8, Buried Light Gray Petal
Botania:buriedPetals:9, Buried Cyan Petal
Botania:buriedPetals:10, Buried Purple Petal
Botania:buriedPetals:11, Buried Blue Petal
Botania:buriedPetals:12, Buried Brown Petal
Botania:buriedPetals:13, Buried Green Petal
Botania:buriedPetals:14, Buried Red Petal
Botania:buriedPetals:15, Buried Black Petal
Botania:prismarine:0, Prismarine
Botania:prismarine:1, Prismarine Bricks
Botania:prismarine:2, Dark Prismarine
Botania:seaLamp, Sea Lantern
Botania:miniIsland:0, Floating White Flower
Botania:miniIsland:1, Floating Orange Flower
Botania:miniIsland:2, Floating Magenta Flower
Botania:miniIsland:3, Floating Light Blue Flower
Botania:miniIsland:4, Floating Yellow Flower
Botania:miniIsland:5, Floating Lime Flower
Botania:miniIsland:6, Floating Pink Flower
Botania:miniIsland:7, Floating Gray Flower
Botania:miniIsland:8, Floating Light Gray Flower
Botania:miniIsland:9, Floating Cyan Flower
Botania:miniIsland:10, Floating Purple Flower
Botania:miniIsland:11, Floating Blue Flower
Botania:miniIsland:12, Floating Brown Flower
Botania:miniIsland:13, Floating Green Flower
Botania:miniIsland:14, Floating Red Flower
Botania:miniIsland:15, Floating Black Flower
Botania:tinyPotato, Tiny Potato
Botania:spawnerClaw, Life Imbuer
Botania:reedBlock, Reed Block
Botania:thatch, Thatch
Botania:customBrick:0, Hellish Brick
Botania:customBrick:1, Soul Brick
Botania:customBrick:2, Frosty Brick
Botania:customBrick:3, Roof Tile
Botania:customBrick:4, Azulejo
Botania:customBrick:5, Azulejo
Botania:customBrick:6, Azulejo
Botania:customBrick:7, Azulejo
Botania:customBrick:8, Azulejo
Botania:customBrick:9, Azulejo
Botania:customBrick:10, Azulejo
Botania:customBrick:11, Azulejo
Botania:customBrick:12, Azulejo
Botania:customBrick:13, Azulejo
Botania:customBrick:14, Azulejo
Botania:customBrick:15, Azulejo
Botania:enderEyeBlock, Ender Overseer
Botania:starfield, Starfield Creator
Botania:rfGenerator, Mana Fluxfield
Botania:elfGlass, Alfglass
Botania:brewery, Botanical Brewery
Botania:manaGlass, Managlass
Botania:terraPlate, Terrestrial Agglomeration Plate
Botania:redStringContainer, Red Stringed Container
Botania:redStringDispenser, Red Stringed Dispenser
Botania:redStringFertilizer, Red Stringed Nutrifier
Botania:redStringComparator, Red Stringed Comparator
Botania:redStringRelay, Red Stringed Spoofer
Botania:floatingSpecialFlower, Floating Flower
Botania:manaFlame, Mana Flash
Botania:prism, Mana Prism
Botania:dirtPath, Trodden Dirt
Botania:enchantedSoil, Enchanted Soil
Botania:petalBlock:0, White Petal Block
Botania:petalBlock:1, Orange Petal Block
Botania:petalBlock:2, Magenta Petal Block
Botania:petalBlock:3, Light Blue Petal Block
Botania:petalBlock:4, Yellow Petal Block
Botania:petalBlock:5, Lime Petal Block
Botania:petalBlock:6, Pink Petal Block
Botania:petalBlock:7, Gray Petal Block
Botania:petalBlock:8, Light Gray Petal Block
Botania:petalBlock:9, Cyan Petal Block
Botania:petalBlock:10, Purple Petal Block
Botania:petalBlock:11, Blue Petal Block
Botania:petalBlock:12, Brown Petal Block
Botania:petalBlock:13, Green Petal Block
Botania:petalBlock:14, Red Petal Block
Botania:petalBlock:15, Black Petal Block
Botania:corporeaIndex, Corporea Index
Botania:corporeaFunnel, Corporea Funnel
Botania:endStoneBrick:0, End Stone Bricks
Botania:endStoneBrick:1, Chiseled End Stone Brick
Botania:endStoneBrick:2, Ender Bricks
Botania:endStoneBrick:3, Pillar Ender Bricks
Botania:mushroom:0, White Shimmering Mushroom
Botania:mushroom:1, Orange Shimmering Mushroom
Botania:mushroom:2, Magenta Shimmering Mushroom
Botania:mushroom:3, Light Blue Shimmering Mushroom
Botania:mushroom:4, Yellow Shimmering Mushroom
Botania:mushroom:5, Lime Shimmering Mushroom
Botania:mushroom:6, Pink Shimmering Mushroom
Botania:mushroom:7, Gray Shimmering Mushroom
Botania:mushroom:8, Light Gray Shimmering Mushroom
Botania:mushroom:9, Cyan Shimmering Mushroom
Botania:mushroom:10, Purple Shimmering Mushroom
Botania:mushroom:11, Blue Shimmering Mushroom
Botania:mushroom:12, Brown Shimmering Mushroom
Botania:mushroom:13, Green Shimmering Mushroom
Botania:mushroom:14, Red Shimmering Mushroom
Botania:mushroom:15, Black Shimmering Mushroom
Botania:pump, Mana Pump
Botania:doubleFlower1:0, Tall Mystical White Flower
Botania:doubleFlower1:1, Tall Mystical Orange Flower
Botania:doubleFlower1:2, Tall Mystical Magenta Flower
Botania:doubleFlower1:3, Tall Mystical Light Blue Flower
Botania:doubleFlower1:4, Tall Mystical Yellow Flower
Botania:doubleFlower1:5, Tall Mystical Lime Flower
Botania:doubleFlower1:6, Tall Mystical Pink Flower
Botania:doubleFlower1:7, Tall Mystical Gray Flower
Botania:doubleFlower2:0, Tall Mystical Light Gray Flower
Botania:doubleFlower2:1, Tall Mystical Cyan Flower
Botania:doubleFlower2:2, Tall Mystical Purple Flower
Botania:doubleFlower2:3, Tall Mystical Blue Flower
